ARTIST NAME(S),ARTIST HOME LATITUDE,ARTIST HOME LONGITUDE,ARTIST HOME CITY,ARTIST COUNTRY,LANGUAGE OF MUSIC,VISIBLE ETHNIC MINORITY,CENSUS RACE CLASSIFICATION,ARTIST GENDER,CANADIAN CONTENT,ALBUMS PLAYED,STATIONS PLAYED ON,MEAN CHART POSITION,TOTAL DAYS PLAYED,STATION cfbx,STATION cfmh,STATION cfre,STATION cfru,STATION cfuv,STATION chly,STATION chrw,STATION chry,STATION chsr,STATION chuo,STATION chyz,STATION cick,STATION cilu,STATION cism,STATION ciut,STATION cjam,STATION cjlo,STATION cjsf,STATION cjsr,STATION cjsw,STATION cjum,STATION ckdu,STATION ckut,STATION ckxu,STATION cscr,CHART POSITION 1,CHART POSITION 2,CHART POSITION 3,CHART POSITION 4,CHART POSITION 5,CHART POSITION 6,CHART POSITION 7,CHART POSITION 8,CHART POSITION 9,CHART POSITION 10
alice smith,38.89,-77.03,"washington, dc",us,english,yes,black,female,no,1,3,6,6,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666
alicia keys,40.71,-74.0,"new york, ny",us,english,yes,black,female,no,1,1,3,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4782608695652174,0.043478260869565216,0.13043478260869565,0.043478260869565216,0.13043478260869565,0.13043478260869565,0.0,0.043478260869565216,0.0,0.0
alltruisms,41.85,-87.65,"chicago, il",us,english,no,white,male,no,1,2,5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.1
almighty,40.71,-74.0,"new york, ny",us,english,yes,black,male group,no,1,1,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,0.25
aloe blacc,33.73,-117.86,"orange county, ca",us,english,yes,black,male,no,2,17,5,81,0.012345679012345678,0.024691358024691357,0.0,0.04938271604938271,0.024691358024691357,0.0,0.0,0.037037037037037035,0.012345679012345678,0.037037037037037035,0.0,0.0,0.2222222222222222,0.0,0.07407407407407407,0.024691358024691357,0.0,0.07407407407407407,0.04938271604938271,0.07407407407407407,0.2222222222222222,0.012345679012345678,0.037037037037037035,0.012345679012345678,0.0,0.07407407407407407,0.16049382716049382,0.14814814814814814,0.06172839506172839,0.1111111111111111,0.04938271604938271,0.09876543209876543,0.037037037037037035,0.09876543209876543,0.16049382716049382
alpha flight,44.65,-63.6,"halifax, ns",cdn,english,no,white,male group,no,1,2,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
alphabet stew,45.52,-122.67,"portland, or",us,english,no,white,male group,no,1,8,7,17,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.17647058823529413,0.0,0.058823529411764705,0.35294117647058826,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.11764705882352941,0.0,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.0,0.11764705882352941,0.058823529411764705,0.11764705882352941,0.29411764705882354
alter one,51.08,-114.08,"calgary, ab",cdn,english,no,white,male group,yes,1,5,6,12,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.08333333333333333,0.0,0.0,0.16666666666666666,0.4166666666666667,0.08333333333333333,0.0,0.16666666666666666,0.08333333333333333
amanda blank,39.95,-75.16,"philadelphia, pa",us,english,no,white,female,no,1,1,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2
amerie,38.89,-77.03,"washington, dc",us,english,yes,black,female,no,1,1,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
amir sulaiman,43.15,-77.62,"rochester, ny",us,english,yes,black,male,no,1,4,6,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.13333333333333333,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.06666666666666667,0.0,0.2,0.13333333333333333,0.0,0.2
ammoncontact,34.05,-118.24,"los angeles, ca",us,english,yes,mixed group,male group,no,1,7,5,22,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.3181818181818182,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.18181818181818182,0.09090909090909091,0.13636363636363635,0.0,0.045454545454545456,0.0,0.0,0.0,0.13636363636363635,0.09090909090909091,0.18181818181818182,0.09090909090909091,0.13636363636363635,0.045454545454545456,0.18181818181818182,0.0,0.09090909090909091,0.045454545454545456
ammoye and rise ashen,43.66,-79.42,"toronto, on",cdn,english,yes,black,mixed group,yes,1,1,5,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.0,0.0,0.14285714285714285
amy winehouse,42.33,-83.04,"london, eng",uk,english,no,white,female,no,2,3,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.4,0.0,0.0,0.1,0.0,0.3
ancient astronauts,50.93,6.95,"cologne, ger",int,english,no,white,male,no,2,9,6,31,0.0,0.0,0.06451612903225806,0.12903225806451613,0.03225806451612903,0.0,0.03225806451612903,0.0,0.0,0.0,0.1935483870967742,0.0,0.16129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.16129032258064516,0.16129032258064516,0.0,0.0,0.06451612903225806,0.0,0.03225806451612903,0.12903225806451613,0.16129032258064516,0.03225806451612903,0.12903225806451613,0.0967741935483871,0.0,0.12903225806451613,0.1935483870967742,0.0967741935483871
andre williams,42.33,-83.04,"detroit, mi",us,english,yes,black,male,no,1,1,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0
andres,42.33,-83.04,"detroit, mi",us,english,yes,black,male,no,1,1,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
andreya triana,42.33,-83.04,"london, eng",uk,english,yes,black,female,no,1,2,7,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666
angerville,43.99,-79.47,"aurora, on",cdn,english,no,white,male group,yes,1,4,6,12,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.25,0.0
angie stone,34.0,-81.03,"columbia, sc",us,english,yes,black,female,no,1,1,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,0.0,0.25,0.0,0.0
animal farm,45.52,-122.67,"portland, or",us,english,yes,mixed group,male group,no,1,6,7,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.2,0.0,0.0,0.0,0.06666666666666667,0.2,0.0,0.06666666666666667,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.13333333333333333,0.2,0.2,0.13333333333333333
animal nation,50.15,-123.01,"whistler, bc",cdn,english,no,white,male group,no,3,10,6,75,0.06666666666666667,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.17333333333333334,0.0,0.0,0.02666666666666667,0.0,0.2,0.0,0.0,0.0,0.08,0.09333333333333334,0.13333333333333333,0.0,0.08,0.13333333333333333,0.0,0.05333333333333334,0.12,0.05333333333333334,0.06666666666666667,0.12,0.10666666666666667,0.08,0.14666666666666667,0.14666666666666667,0.10666666666666667
animate objects,40.11,-88.24,"champaign, ill",us,english,yes,mixed group,male group,no,1,1,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
anodajay,48.8,-79.2,"rouyn-noranda, qc",cdn,french,no,white,male,yes,1,1,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anonymous twist,43.66,-79.42,"toronto, on",cdn,english,yes,asian,male,yes,1,2,6,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.09090909090909091,0.0,0.18181818181818182,0.0,0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182
antimc,34.05,-118.24,"los angeles, ca",us,english,no,white,male,no,1,8,6,41,0.0,0.024390243902439025,0.0,0.0,0.14634146341463414,0.0,0.1951219512195122,0.0,0.0,0.04878048780487805,0.0,0.0,0.17073170731707318,0.0,0.0,0.0,0.0,0.0,0.2682926829268293,0.0,0.04878048780487805,0.0,0.0,0.0975609756097561,0.0,0.07317073170731707,0.0975609756097561,0.024390243902439025,0.024390243902439025,0.0975609756097561,0.12195121951219512,0.1951219512195122,0.0975609756097561,0.17073170731707318,0.0975609756097561
antipop consortium,40.71,-74.0,"new york, ny",us,english,yes,mixed group,male group,no,1,11,5,68,0.0,0.0,0.0,0.10294117647058823,0.07352941176470588,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.20588235294117646,0.0,0.1323529411764706,0.0,0.0,0.029411764705882353,0.07352941176470588,0.0,0.0,0.07352941176470588,0.11764705882352941,0.0,0.0,0.07352941176470588,0.0,0.19117647058823528,0.08823529411764706,0.04411764705882353,0.10294117647058823,0.07352941176470588,0.1323529411764706,0.14705882352941177,0.07352941176470588,0.07352941176470588,0.07352941176470588
apathy,41.71,-72.21,"willamantic, ct",us,english,no,white,male,no,2,7,6,31,0.0,0.0,0.0,0.0,0.12903225806451613,0.0,0.0,0.0,0.0,0.0967741935483871,0.0,0.0,0.0,0.0,0.22580645161290322,0.1935483870967742,0.16129032258064516,0.12903225806451613,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0967741935483871,0.0967741935483871,0.06451612903225806,0.12903225806451613,0.16129032258064516,0.06451612903225806,0.12903225806451613,0.16129032258064516,0.0967741935483871
apollo brown,42.33,-83.04,"detroit, mi",us,english,yes,black,male,no,1,1,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
apollo's son,39.96,-76.73,"york, pa",us,english,no,white,male,no,1,3,9,3,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666
apollo's sun,39.96,-76.73,"york, pa",us,english,no,white,male,no,1,1,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.2
apophis,53.55,-113.5,"edmonton, ab",cdn,english,unknown,unknown,unknown,yes,1,5,7,16,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.4375,0.1875,0.0,0.0,0.0,0.25,0.0,0.0,0.1875,0.0,0.0,0.0625,0.0625,0.25,0.125,0.0,0.3125
apostle,39.74,-104.98,"denver, co",us,english,yes,black,male,no,1,2,7,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.25,0.5,0.0,0.0
apsci,40.71,-74.0,"new york, ny",us,english,yes,mixed group,mixed group,no,2,3,7,10,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.3,0.1,0.0,0.2,0.2
arabesque,43.66,-79.42,"toronto, on",cdn,english,yes,middle eastern,male,yes,1,7,7,20,0.1,0.0,0.0,0.1,0.0,0.1,0.4,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.05,0.1,0.1,0.15,0.3,0.2,0.05
aram danesh and the super human crew,37.77,-122.42,"san francisco, ca",us,english,yes,mixed group,male group,no,1,1,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0
aratone,47.6,-122.33,"seattle, wa",us,english,no,white,male group,no,1,1,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
arhythmatik,33.45,-112.07,"phoenix, az",us,english,no,white,male,no,1,2,5,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0
aristo,43.66,-79.42,"toronto, on",cdn,english,yes,black,male,yes,1,4,6,12,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.08333333333333333,0.0,0.08333333333333333,0.25,0.08333333333333333,0.16666666666666666
army of the pharaohs,39.95,-75.16,"philadelphia, pa",us,english,yes,mixed group,male group,no,1,2,7,12,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.25,0.25,0.0,0.25
armyfatique presents,52.35,4.92,"amsterdam, nl",int,english,no,white,male group,no,1,1,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0
arrested development,33.75,-84.39,"atlanta, ga",us,english,yes,black,mixed group,no,1,2,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.25
arskwared,42.983,-81.25,"london, on",cdn,english,no,white,male,yes,1,1,4,9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.0,0.3333333333333333,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0
art of fresh,43.66,-79.42,"toronto, on",cdn,english,yes,black,male group,yes,1,10,6,49,0.08163265306122448,0.0,0.0,0.0,0.0,0.0,0.08163265306122448,0.0,0.0,0.12244897959183673,0.0,0.0,0.14285714285714285,0.0,0.08163265306122448,0.061224489795918366,0.22448979591836735,0.10204081632653061,0.0,0.0,0.0,0.0,0.04081632653061224,0.061224489795918366,0.0,0.10204081632653061,0.16326530612244897,0.02040816326530612,0.061224489795918366,0.16326530612244897,0.10204081632653061,0.061224489795918366,0.10204081632653061,0.061224489795918366,0.16326530612244897
arvida crew,45.5,-73.58,"montreal, qc",cdn,french,no,white,male group,yes,2,1,9,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2
asher roth,39.89,-80.16,"morrisville, pa",us,english,no,white,male,no,1,2,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0
ashleigh eymann,49.25,-123.13,"vancouver, bc",cdn,english,no,white,female,yes,1,2,7,3,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333
assault of knowledge (a.o.k.),53.55,-113.5,"edmonton, ab",cdn,english,yes,middle eastern,male,yes,2,5,5,42,0.11904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.47619047619047616,0.023809523809523808,0.0,0.0,0.0,0.21428571428571427,0.0,0.07142857142857142,0.07142857142857142,0.14285714285714285,0.2619047619047619,0.11904761904761904,0.09523809523809523,0.07142857142857142,0.14285714285714285,0.023809523809523808,0.0
assholes & whitties,34.05,-118.24,"los angeles, ca",unknown,unknown,yes,mixed group,male group,no,1,1,2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
astronautalis,47.6,-122.33,"seattle, wa",us,english,no,white,male,no,2,5,6,7,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.14285714285714285
atach tatuq,45.5,-73.58,"montreal, qc",cdn,french,yes,mixed group,mixed group,yes,1,1,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
athavale,49.88,-97.17,"winnipeg, mb",cdn,english,yes,indian,male,yes,1,1,7,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
atherton & sire,45.417,-75.7,"ottawa, on",cdn,english,no,white,male group,yes,1,7,7,17,0.11764705882352941,0.0,0.0,0.23529411764705882,0.058823529411764705,0.0,0.058823529411764705,0.0,0.0,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.29411764705882354,0.0,0.11764705882352941,0.058823529411764705,0.23529411764705882
atmosphere,44.98,-93.26,"minneapolis, ms",us,english,no,white,male group,no,6,21,5,194,0.02577319587628866,0.005154639175257732,0.020618556701030927,0.030927835051546393,0.0979381443298969,0.020618556701030927,0.061855670103092786,0.0,0.0,0.041237113402061855,0.12371134020618557,0.0,0.13917525773195877,0.0,0.04639175257731959,0.07216494845360824,0.08247422680412371,0.020618556701030927,0.03608247422680412,0.030927835051546393,0.04639175257731959,0.015463917525773196,0.02577319587628866,0.05154639175257732,0.005154639175257732,0.15463917525773196,0.12886597938144329,0.0979381443298969,0.10309278350515463,0.06701030927835051,0.08762886597938144,0.06701030927835051,0.13402061855670103,0.08762886597938144,0.07216494845360824
audio-ology,34.05,-118.24,"los angeles, ca",us,english,yes,mixed group,male,no,1,2,7,4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.25,0.0
ause team,50.67,-120.33,"kamloops, bc",cdn,english,no,white,male group,yes,1,1,2,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
authorized personnel,49.15,-123.92,"nanaimo, bc",cdn,english,no,white,male group,yes,1,1,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
awol one,34.05,-118.24,"los angeles, ca",us,english,no,white,male,no,1,7,6,22,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22727272727272727,0.0,0.2727272727272727,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.0,0.18181818181818182,0.09090909090909091,0.09090909090909091,0.0,0.22727272727272727,0.13636363636363635,0.045454545454545456,0.0,0.22727272727272727
awol one & factor,34.05,-118.24,"los angeles, ca",us,english,no,white,male group,yes,2,12,5,76,0.0,0.0,0.0,0.039473684210526314,0.07894736842105263,0.0,0.2236842105263158,0.0,0.0,0.07894736842105263,0.06578947368421052,0.0,0.17105263157894737,0.0,0.05263157894736842,0.05263157894736842,0.013157894736842105,0.0,0.0,0.02631578947368421,0.10526315789473684,0.0,0.0,0.09210526315789473,0.0,0.11842105263157894,0.11842105263157894,0.14473684210526316,0.11842105263157894,0.05263157894736842,0.06578947368421052,0.07894736842105263,0.09210526315789473,0.11842105263157894,0.09210526315789473
"awol one, josh martinez & moves",34.05,-118.24,"los angeles, ca",unknown,english,yes,mixed group,male group,no,1,9,5,52,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.28846153846153844,0.0,0.0,0.09615384615384616,0.0,0.0,0.0,0.0,0.1346153846153846,0.0,0.0,0.019230769230769232,0.07692307692307693,0.038461538461538464,0.1346153846153846,0.17307692307692307,0.0,0.0,0.0,0.11538461538461539,0.15384615384615385,0.09615384615384616,0.07692307692307693,0.09615384615384616,0.1346153846153846,0.09615384615384616,0.09615384615384616,0.11538461538461539,0.019230769230769232
ayatollah,40.71,-74.0,"new york, ny",us,english,yes,black,male,no,1,2,5,12,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.0,0.25,0.0,0.08333333333333333,0.08333333333333333,0.25,0.0
